teryt_pow,kat_wiek,total,males,females
2402,60 - 64,11021.0,5197,5824
2402,65 - 69,10209.0,4670,5539
2402,70 - 74,7527.0,3227,4300
2402,75 - 79,4328.0,1749,2579
2402,80 - 84,3499.0,1274,2225
2402,85 i więcej,2773.0,806,1967
2403,0 - 4,8832.0,4557,4275
2403,5 - 9,9586.0,5031,4555
2403,10 - 14,10049.0,5194,4855
2403,15 - 19,8582.0,4393,4189
2403,20 - 24,9228.0,4737,4491
2403,25 - 29,10882.0,5645,5237
2403,30 - 34,12203.0,6209,5994
2403,35 - 39,13848.0,6908,6940
2403,40 - 44,14146.0,7110,7036
2403,45 - 49,12618.0,6254,6364
2403,50 - 54,11067.0,5375,5692
2403,55 - 59,11274.0,5495,5779
2403,60 - 64,11978.0,5672,6306
2403,65 - 69,11825.0,5226,6599
2403,70 - 74,8931.0,3767,5164
2403,75 - 79,5042.0,2000,3042
2403,80 - 84,3934.0,1437,2497
2403,85 i więcej,3005.0,915,2090
2404,0 - 4,5615.0,2845,2770
2404,5 - 9,5994.0,3021,2973
2404,10 - 14,7057.0,3622,3435
2404,15 - 19,6243.0,3205,3038
2404,20 - 24,7067.0,3636,3431
2404,25 - 29,8794.0,4575,4219
2404,30 - 34,9138.0,4748,4390
2404,35 - 39,10426.0,5340,5086
2404,40 - 44,10691.0,5440,5251
2404,45 - 49,10168.0,5115,5053
2404,50 - 54,8862.0,4472,4390
2404,55 - 59,8795.0,4349,4446
2404,60 - 64,9728.0,4744,4984
2404,65 - 69,9028.0,4251,4777
2404,70 - 74,6652.0,2969,3683
2404,75 - 79,3709.0,1420,2289
2404,80 - 84,2896.0,968,1928
2404,85 i więcej,2787.0,710,2077
