teryt_pow,kat_wiek,total,males,females
0809,55 - 59,4455.0,2165,2290
0809,60 - 64,5381.0,2627,2754
0809,65 - 69,5100.0,2385,2715
0809,70 - 74,3742.0,1678,2064
0809,75 - 79,1569.0,640,929
0809,80 - 84,1257.0,407,850
0809,85 i więcej,1220.0,319,901
0810,0 - 4,3322.0,1701,1621
0810,5 - 9,3591.0,1820,1771
0810,10 - 14,4281.0,2239,2042
0810,15 - 19,3596.0,1859,1737
0810,20 - 24,4270.0,2217,2053
0810,25 - 29,4956.0,2498,2458
0810,30 - 34,5375.0,2771,2604
0810,35 - 39,6586.0,3387,3199
0810,40 - 44,6258.0,3258,3000
0810,45 - 49,5650.0,2905,2745
0810,50 - 54,4512.0,2264,2248
0810,55 - 59,4873.0,2390,2483
0810,60 - 64,5949.0,2778,3171
0810,65 - 69,5524.0,2520,3004
0810,70 - 74,4251.0,1857,2394
0810,75 - 79,1716.0,633,1083
0810,80 - 84,1514.0,438,1076
0810,85 i więcej,1513.0,354,1159
0811,0 - 4,4105.0,2112,1993
0811,5 - 9,4398.0,2245,2153
0811,10 - 14,5266.0,2686,2580
0811,15 - 19,4555.0,2344,2211
0811,20 - 24,5208.0,2679,2529
0811,25 - 29,6203.0,3171,3032
0811,30 - 34,6665.0,3504,3161
0811,35 - 39,7772.0,4004,3768
0811,40 - 44,7826.0,3934,3892
0811,45 - 49,7107.0,3624,3483
0811,50 - 54,5460.0,2689,2771
0811,55 - 59,5827.0,2751,3076
0811,60 - 64,7131.0,3407,3724
0811,65 - 69,6710.0,3052,3658
0811,70 - 74,4987.0,2083,2904
0811,75 - 79,2118.0,800,1318
0811,80 - 84,1799.0,536,1263
0811,85 i więcej,1746.0,403,1343
0812,0 - 4,1769.0,904,865
0812,5 - 9,1998.0,1025,973
0812,10 - 14,2262.0,1169,1093
0812,15 - 19,2057.0,1061,996
0812,20 - 24,2184.0,1148,1036
0812,25 - 29,2608.0,1354,1254
0812,30 - 34,2804.0,1430,1374
0812,35 - 39,3140.0,1606,1534
0812,40 - 44,2966.0,1530,1436
0812,45 - 49,2730.0,1401,1329
0812,50 - 54,2216.0,1107,1109
0812,55 - 59,2260.0,1104,1156
0812,60 - 64,2799.0,1345,1454
0812,65 - 69,2488.0,1144,1344
0812,70 - 74,1991.0,831,1160
0812,75 - 79,868.0,362,506
0812,80 - 84,658.0,237,421
0812,85 i więcej,628.0,164,464
1061,0 - 4,29068.0,14905,14163
1061,5 - 9,27972.0,14377,13595
1061,10 - 14,29752.0,15258,14494
1061,15 - 19,25567.0,13091,12476
1061,20 - 24,25843.0,13148,12695
1061,25 - 29,33154.0,16736,16418
1061,30 - 34,44680.0,21978,22702
1061,35 - 39,56632.0,28167,28465
1061,40 - 44,55539.0,27309,28230
1061,45 - 49,48133.0,23511,24622
1061,50 - 54,38304.0,18119,20185
1061,55 - 59,37907.0,17141,20766
1061,60 - 64,50078.0,21246,28832
1061,65 - 69,55513.0,22502,33011
1061,70 - 74,46913.0,18011,28902
1061,75 - 79,24632.0,8812,15820
1061,80 - 84,18093.0,5487,12606
1061,85 i więcej,20143.0,4885,15258
1062,0 - 4,3034.0,1520,1514
1062,5 - 9,3440.0,1772,1668
1062,10 - 14,3822.0,1957,1865
1062,15 - 19,3407.0,1694,1713
1062,20 - 24,3481.0,1768,1713
1062,25 - 29,4036.0,2083,1953
1062,30 - 34,4579.0,2307,2272
1062,35 - 39,5617.0,2835,2782
1062,40 - 44,5999.0,3000,2999
1062,45 - 49,5275.0,2645,2630
1062,50 - 54,4350.0,2035,2315
1062,55 - 59,4163.0,1951,2212
1062,60 - 64,5084.0,2156,2928
1062,65 - 69,5531.0,2244,3287
1062,70 - 74,4377.0,1701,2676
1062,75 - 79,2362.0,872,1490
1062,80 - 84,1642.0,520,1122
1062,85 i więcej,1456.0,392,1064
1063,0 - 4,2337.0,1216,1121
1063,5 - 9,2555.0,1327,1228
1063,10 - 14,2650.0,1358,1292
1063,15 - 19,2141.0,1120,1021
1063,20 - 24,2156.0,1176,980
1063,25 - 29,2668.0,1384,1284
1063,30 - 34,3090.0,1562,1528
1063,35 - 39,3880.0,1946,1934
1063,40 - 44,3835.0,1903,1932
1063,45 - 49,3236.0,1641,1595
1063,50 - 54,2780.0,1331,1449
1063,55 - 59,2874.0,1308,1566
1063,60 - 64,3604.0,1604,2000
1063,65 - 69,3645.0,1559,2086
1063,70 - 74,2758.0,1141,1617
1063,75 - 79,1377.0,543,834
1063,80 - 84,1010.0,327,683
1063,85 i więcej,897.0,250,647
1001,0 - 4,5499.0,2716,2783
1001,5 - 9,5959.0,3097,2862
1001,10 - 14,6448.0,3326,3122
1001,15 - 19,5178.0,2673,2505
1001,20 - 24,5559.0,2816,2743
1001,25 - 29,7072.0,3592,3480
1001,30 - 34,8208.0,4245,3963
1001,35 - 39,10030.0,5177,4853
1001,40 - 44,9338.0,4727,4611
1001,45 - 49,7393.0,3706,3687
1001,50 - 54,6194.0,2978,3216
1001,55 - 59,7243.0,3330,3913
1001,60 - 64,9248.0,4374,4874
1001,65 - 69,7846.0,3717,4129
1001,70 - 74,5158.0,2355,2803
1001,75 - 79,2451.0,951,1500
1001,80 - 84,1712.0,570,1142
1001,85 i więcej,1613.0,438,1175
1002,0 - 4,3952.0,2056,1896
1002,5 - 9,4291.0,2165,2126
1002,10 - 14,4563.0,2364,2199
1002,15 - 19,4013.0,2073,1940
1002,20 - 24,4665.0,2402,2263
1002,25 - 29,5982.0,3093,2889
1002,30 - 34,6290.0,3366,2924
1002,35 - 39,7112.0,3719,3393
1002,40 - 44,7189.0,3747,3442
1002,45 - 49,6588.0,3339,3249
1002,50 - 54,6242.0,3008,3234
1002,55 - 59,6439.0,3083,3356
1002,60 - 64,7416.0,3486,3930
1002,65 - 69,7000.0,3049,3951
1002,70 - 74,5639.0,2275,3364
1002,75 - 79,3084.0,1121,1963
1002,80 - 84,2322.0,725,1597
1002,85 i więcej,2130.0,527,1603
1003,0 - 4,2247.0,1132,1115
1003,5 - 9,2356.0,1260,1096
1003,10 - 14,2534.0,1271,1263
1003,15 - 19,2278.0,1186,1092
1003,20 - 24,2537.0,1288,1249
1003,25 - 29,3294.0,1695,1599
1003,30 - 34,3465.0,1787,1678
1003,35 - 39,4061.0,2142,1919
1003,40 - 44,3811.0,1958,1853
1003,45 - 49,3602.0,1870,1732
1003,50 - 54,3167.0,1544,1623
1003,55 - 59,3096.0,1515,1581
1003,60 - 64,3591.0,1714,1877
1003,65 - 69,3294.0,1482,1812
1003,70 - 74,2691.0,1109,1582
1003,75 - 79,1525.0,559,966
1003,80 - 84,1035.0,334,701
1003,85 i więcej,999.0,249,750
1004,0 - 4,2136.0,1095,1041
1004,5 - 9,2254.0,1174,1080
1004,10 - 14,2506.0,1283,1223
1004,15 - 19,2163.0,1098,1065
1004,20 - 24,2685.0,1442,1243
1004,25 - 29,3349.0,1703,1646
1004,30 - 34,3305.0,1742,1563
1004,35 - 39,3712.0,1964,1748
1004,40 - 44,3532.0,1825,1707
1004,45 - 49,3398.0,1726,1672
1004,50 - 54,3115.0,1535,1580
1004,55 - 59,3228.0,1601,1627
1004,60 - 64,3636.0,1728,1908
1004,65 - 69,3240.0,1511,1729
1004,70 - 74,2683.0,1100,1583
1004,75 - 79,1545.0,570,975
1004,80 - 84,1316.0,410,906
1004,85 i więcej,1176.0,292,884
1005,0 - 4,3508.0,1797,1711
1005,5 - 9,3746.0,1911,1835
1005,10 - 14,4102.0,2106,1996
1005,15 - 19,3793.0,1871,1922
1005,20 - 24,4274.0,2229,2045
1005,25 - 29,4975.0,2483,2492
1005,30 - 34,5266.0,2759,2507
1005,35 - 39,6005.0,3104,2901
1005,40 - 44,5739.0,2969,2770
1005,45 - 49,5322.0,2691,2631
1005,50 - 54,4788.0,2357,2431
1005,55 - 59,4887.0,2373,2514
1005,60 - 64,5413.0,2591,2822
1005,65 - 69,5265.0,2406,2859
1005,70 - 74,4109.0,1721,2388
1005,75 - 79,2385.0,902,1483
1005,80 - 84,1807.0,605,1202
1005,85 i więcej,1783.0,446,1337
1006,0 - 4,3398.0,1700,1698
1006,5 - 9,3809.0,1947,1862
1006,10 - 14,4281.0,2143,2138
1006,15 - 19,3661.0,1846,1815
1006,20 - 24,3620.0,1846,1774
1006,25 - 29,4258.0,2184,2074
1006,30 - 34,4780.0,2416,2364
1006,35 - 39,5781.0,2874,2907
1006,40 - 44,6037.0,3027,3010
1006,45 - 49,5694.0,2817,2877
1006,50 - 54,4809.0,2315,2494
1006,55 - 59,4543.0,2185,2358
1006,60 - 64,4970.0,2302,2668
1006,65 - 69,4797.0,2195,2602
1006,70 - 74,3661.0,1580,2081
1006,75 - 79,2036.0,787,1249
1006,80 - 84,1326.0,447,879
1006,85 i więcej,1229.0,301,928
1007,0 - 4,3632.0,1862,1770
1007,5 - 9,3833.0,1964,1869
1007,10 - 14,4458.0,2269,2189
1007,15 - 19,3928.0,1973,1955
1007,20 - 24,4478.0,2342,2136
1007,25 - 29,5289.0,2735,2554
1007,30 - 34,5298.0,2812,2486
1007,35 - 39,5696.0,3009,2687
1007,40 - 44,5463.0,2903,2560
1007,45 - 49,5072.0,2624,2448
1007,50 - 54,4541.0,2260,2281
1007,55 - 59,4699.0,2374,2325
1007,60 - 64,5178.0,2598,2580
1007,65 - 69,4701.0,2235,2466
1007,70 - 74,3535.0,1527,2008
1007,75 - 79,2033.0,761,1272
1007,80 - 84,1675.0,538,1137
1007,85 i więcej,1600.0,409,1191
1008,0 - 4,5197.0,2704,2493
1008,5 - 9,5731.0,2951,2780
1008,10 - 14,6069.0,3077,2992
1008,15 - 19,5068.0,2626,2442
1008,20 - 24,5410.0,2795,2615
1008,25 - 29,6639.0,3344,3295
1008,30 - 34,7759.0,3936,3823
1008,35 - 39,9713.0,4899,4814
1008,40 - 44,9989.0,4955,5034
1008,45 - 49,9157.0,4451,4706
1008,50 - 54,7491.0,3657,3834
1008,55 - 59,7051.0,3322,3729
1008,60 - 64,8391.0,3711,4680
1008,65 - 69,8386.0,3566,4820
1008,70 - 74,7085.0,2805,4280
1008,75 - 79,3972.0,1420,2552
1008,80 - 84,2861.0,928,1933
1008,85 i więcej,2712.0,699,2013
1009,0 - 4,2243.0,1143,1100
1009,5 - 9,2363.0,1193,1170
1009,10 - 14,2592.0,1315,1277
1009,15 - 19,2341.0,1204,1137
1009,20 - 24,2978.0,1470,1508
1009,25 - 29,3628.0,1876,1752
1009,30 - 34,3694.0,1968,1726
1009,35 - 39,3744.0,1971,1773
1009,40 - 44,3804.0,1965,1839
1009,45 - 49,3627.0,1862,1765
1009,50 - 54,3353.0,1732,1621
1009,55 - 59,3178.0,1669,1509
1009,60 - 64,3507.0,1758,1749
1009,65 - 69,3199.0,1504,1695
1009,70 - 74,2551.0,1137,1414
1009,75 - 79,1480.0,549,931
1009,80 - 84,1147.0,399,748
1009,85 i więcej,1273.0,326,947
1010,0 - 4,4472.0,2256,2216
1010,5 - 9,4744.0,2435,2309
1010,10 - 14,5372.0,2775,2597
1010,15 - 19,5013.0,2583,2430
1010,20 - 24,5345.0,2747,2598
1010,25 - 29,6259.0,3233,3026
1010,30 - 34,6336.0,3234,3102
1010,35 - 39,6979.0,3582,3397
1010,40 - 44,7083.0,3601,3482
1010,45 - 49,6619.0,3397,3222
1010,50 - 54,5688.0,2931,2757
1010,55 - 59,5232.0,2696,2536
1010,60 - 64,5867.0,2815,3052
1010,65 - 69,5467.0,2589,2878
1010,70 - 74,4201.0,1797,2404
1010,75 - 79,2458.0,949,1509
1010,80 - 84,1971.0,648,1323
1010,85 i więcej,1842.0,475,1367
1011,0 - 4,1905.0,960,945
1011,5 - 9,1927.0,1060,867
1011,10 - 14,2100.0,1094,1006
1011,15 - 19,1813.0,934,879
1011,20 - 24,2115.0,1065,1050
1011,25 - 29,2870.0,1486,1384
1011,30 - 34,2862.0,1470,1392
1011,35 - 39,2997.0,1630,1367
1011,40 - 44,3017.0,1552,1465
1011,45 - 49,2882.0,1458,1424
1011,50 - 54,2772.0,1415,1357
1011,55 - 59,2562.0,1307,1255
1011,60 - 64,2862.0,1428,1434
1011,65 - 69,2626.0,1229,1397
1011,70 - 74,2249.0,966,1283
1011,75 - 79,1298.0,482,816
1011,80 - 84,1025.0,340,685
1011,85 i więcej,861.0,233,628
1012,0 - 4,4797.0,2509,2288
1012,5 - 9,4894.0,2518,2376
1012,10 - 14,5765.0,2966,2799
1012,15 - 19,5304.0,2801,2503
1012,20 - 24,6140.0,3183,2957
1012,25 - 29,7689.0,3928,3761
1012,30 - 34,7503.0,3973,3530
1012,35 - 39,8077.0,4204,3873
1012,40 - 44,8329.0,4280,4049
1012,45 - 49,8260.0,4182,4078
1012,50 - 54,7310.0,3676,3634
1012,55 - 59,6963.0,3484,3479
1012,60 - 64,7726.0,3765,3961
1012,65 - 69,7561.0,3475,4086
1012,70 - 74,6117.0,2528,3589
1012,75 - 79,3468.0,1304,2164
1012,80 - 84,2780.0,985,1795
1012,85 i więcej,2446.0,639,1807
1013,0 - 4,2405.0,1290,1115
1013,5 - 9,2503.0,1312,1191
1013,10 - 14,2683.0,1376,1307
1013,15 - 19,2404.0,1239,1165
1013,20 - 24,2630.0,1312,1318
1013,25 - 29,3214.0,1659,1555
1013,30 - 34,3364.0,1752,1612
1013,35 - 39,3627.0,1909,1718
1013,40 - 44,3654.0,1913,1741
1013,45 - 49,3274.0,1653,1621
1013,50 - 54,2874.0,1448,1426
1013,55 - 59,3024.0,1519,1505
1013,60 - 64,3442.0,1628,1814
1013,65 - 69,3152.0,1497,1655
1013,70 - 74,2517.0,1078,1439
1013,75 - 79,1319.0,521,798
1013,80 - 84,1085.0,352,733
1013,85 i więcej,995.0,265,730
1014,0 - 4,5513.0,2858,2655
1014,5 - 9,5626.0,2852,2774
1014,10 - 14,6210.0,3206,3004
1014,15 - 19,5537.0,2881,2656
1014,20 - 24,6558.0,3317,3241
1014,25 - 29,8331.0,4256,4075
1014,30 - 34,8275.0,4272,4003
1014,35 - 39,8759.0,4602,4157
1014,40 - 44,8433.0,4332,4101
1014,45 - 49,8268.0,4145,4123
1014,50 - 54,7457.0,3715,3742
1014,55 - 59,7585.0,3738,3847
1014,60 - 64,7939.0,3787,4152
1014,65 - 69,7278.0,3368,3910
1014,70 - 74,6139.0,2575,3564
1014,75 - 79,3485.0,1320,2165
1014,80 - 84,2651.0,897,1754
1014,85 i więcej,2448.0,654,1794
1015,0 - 4,1905.0,1003,902
1015,5 - 9,2035.0,1066,969
1015,10 - 14,2284.0,1214,1070
1015,15 - 19,1954.0,992,962
1015,20 - 24,2152.0,1107,1045
1015,25 - 29,2753.0,1424,1329
1015,30 - 34,2819.0,1474,1345
1015,35 - 39,2947.0,1540,1407
1015,40 - 44,2743.0,1466,1277
1015,45 - 49,2567.0,1283,1284
1015,50 - 54,2297.0,1188,1109
1015,55 - 59,2308.0,1151,1157
1015,60 - 64,2502.0,1270,1232
1015,65 - 69,2205.0,1100,1105
1015,70 - 74,1719.0,730,989
1015,75 - 79,1060.0,387,673
1015,80 - 84,867.0,303,564
1015,85 i więcej,944.0,263,681
1016,0 - 4,5102.0,2555,2547
1016,5 - 9,5612.0,2909,2703
1016,10 - 14,6436.0,3324,3112
1016,15 - 19,5613.0,2862,2751
1016,20 - 24,6020.0,3064,2956
1016,25 - 29,7224.0,3772,3452
1016,30 - 34,7503.0,3884,3619
1016,35 - 39,8789.0,4490,4299
1016,40 - 44,9061.0,4620,4441
1016,45 - 49,8512.0,4276,4236
1016,50 - 54,7062.0,3529,3533
1016,55 - 59,6664.0,3138,3526
1016,60 - 64,8216.0,3759,4457
1016,65 - 69,8110.0,3524,4586
1016,70 - 74,6577.0,2686,3891
1016,75 - 79,3288.0,1225,2063
1016,80 - 84,2579.0,788,1791
1016,85 i więcej,2742.0,665,2077
1017,0 - 4,3317.0,1723,1594
1017,5 - 9,3632.0,1838,1794
1017,10 - 14,4121.0,2147,1974
1017,15 - 19,3760.0,1936,1824
1017,20 - 24,4301.0,2189,2112
1017,25 - 29,4928.0,2540,2388
1017,30 - 34,5176.0,2752,2424
1017,35 - 39,5636.0,2964,2672
1017,40 - 44,5810.0,2962,2848
1017,45 - 49,5419.0,2757,2662
1017,50 - 54,4767.0,2382,2385
1017,55 - 59,4798.0,2400,2398
1017,60 - 64,5348.0,2598,2750
1017,65 - 69,4927.0,2293,2634
1017,70 - 74,4028.0,1678,2350
1017,75 - 79,2100.0,815,1285
1017,80 - 84,1671.0,562,1109
1017,85 i więcej,1725.0,446,1279
1018,0 - 4,2057.0,1042,1015
1018,5 - 9,2029.0,1030,999
1018,10 - 14,2358.0,1189,1169
1018,15 - 19,2145.0,1117,1028
1018,20 - 24,2425.0,1233,1192
1018,25 - 29,2986.0,1511,1475
1018,30 - 34,2926.0,1584,1342
1018,35 - 39,3261.0,1731,1530
1018,40 - 44,3196.0,1652,1544
1018,45 - 49,3036.0,1532,1504
1018,50 - 54,2710.0,1401,1309
1018,55 - 59,2546.0,1303,1243
1018,60 - 64,2828.0,1365,1463
1018,65 - 69,2564.0,1195,1369
1018,70 - 74,2069.0,890,1179
1018,75 - 79,1143.0,424,719
1018,80 - 84,775.0,264,511
1018,85 i więcej,762.0,212,550
1019,0 - 4,2963.0,1562,1401
1019,5 - 9,3165.0,1595,1570
1019,10 - 14,3593.0,1836,1757
1019,15 - 19,3283.0,1673,1610
1019,20 - 24,3422.0,1772,1650
1019,25 - 29,4058.0,2085,1973
1019,30 - 34,4651.0,2393,2258
1019,35 - 39,5245.0,2755,2490
1019,40 - 44,5166.0,2663,2503
1019,45 - 49,4784.0,2395,2389
1019,50 - 54,4144.0,2042,2102
1019,55 - 59,4005.0,1876,2129
1019,60 - 64,4692.0,2213,2479
1019,65 - 69,4310.0,1915,2395
1019,70 - 74,3633.0,1467,2166
1019,75 - 79,1944.0,750,1194
1019,80 - 84,1380.0,450,930
1019,85 i więcej,1358.0,364,994
1020,0 - 4,7292.0,3688,3604
1020,5 - 9,8141.0,4193,3948
1020,10 - 14,8984.0,4608,4376
1020,15 - 19,7694.0,3991,3703
1020,20 - 24,8013.0,4158,3855
1020,25 - 29,9469.0,4831,4638
1020,30 - 34,10644.0,5333,5311
1020,35 - 39,13102.0,6555,6547
1020,40 - 44,13603.0,6708,6895
1020,45 - 49,12871.0,6356,6515
1020,50 - 54,10846.0,5374,5472
1020,55 - 59,9704.0,4627,5077
1020,60 - 64,11641.0,5251,6390
1020,65 - 69,11515.0,5009,6506
1020,70 - 74,9665.0,3837,5828
1020,75 - 79,5141.0,1947,3194
1020,80 - 84,3730.0,1213,2517
1020,85 i więcej,3389.0,848,2541
1021,0 - 4,1453.0,732,721
1021,5 - 9,1495.0,758,737
1021,10 - 14,1673.0,866,807
1021,15 - 19,1423.0,742,681
1021,20 - 24,1573.0,794,779
1021,25 - 29,1919.0,1016,903
1021,30 - 34,2142.0,1149,993
1021,35 - 39,2396.0,1220,1176
1021,40 - 44,2447.0,1260,1187
1021,45 - 49,2280.0,1119,1161
1021,50 - 54,2001.0,1007,994
1021,55 - 59,1797.0,855,942
1021,60 - 64,2101.0,994,1107
1021,65 - 69,2077.0,926,1151
1021,70 - 74,1593.0,659,934
1021,75 - 79,950.0,334,616
1021,80 - 84,664.0,215,449
1021,85 i więcej,605.0,159,446
1261,0 - 4,46220.0,23649,22571
1261,5 - 9,37501.0,19242,18259
1261,10 - 14,35721.0,18405,17316
1261,15 - 19,30225.0,15344,14881
1261,20 - 24,30789.0,15552,15237
1261,25 - 29,40557.0,19445,21112
1261,30 - 34,68640.0,32297,36343
1261,35 - 39,78654.0,37912,40742
1261,40 - 44,66760.0,32844,33916
1261,45 - 49,55029.0,26711,28318
1261,50 - 54,42908.0,20712,22196
1261,55 - 59,40418.0,18888,21530
1261,60 - 64,47681.0,21093,26588
1261,65 - 69,50404.0,21261,29143
1261,70 - 74,41651.0,16738,24913
1261,75 - 79,26452.0,10386,16066
1261,80 - 84,20028.0,7129,12899
1261,85 i więcej,21158.0,6496,14662
1262,0 - 4,4457.0,2342,2115
1262,5 - 9,4181.0,2147,2034
1262,10 - 14,4526.0,2296,2230
1262,15 - 19,4353.0,2212,2141
1262,20 - 24,4315.0,2188,2127
1262,25 - 29,4854.0,2514,2340
1262,30 - 34,6080.0,3059,3021
1262,35 - 39,7078.0,3596,3482
1262,40 - 44,6638.0,3327,3311
1262,45 - 49,5662.0,2745,2917
1262,50 - 54,4919.0,2379,2540
1262,55 - 59,5234.0,2423,2811
1262,60 - 64,5595.0,2548,3047
1262,65 - 69,5153.0,2240,2913
1262,70 - 74,4255.0,1711,2544
1262,75 - 79,2412.0,929,1483
1262,80 - 84,1936.0,681,1255
1262,85 i więcej,1626.0,510,1116
1263,0 - 4,4395.0,2283,2112
1263,5 - 9,4462.0,2326,2136
1263,10 - 14,4815.0,2480,2335
1263,15 - 19,4982.0,2462,2520
1263,20 - 24,5158.0,2666,2492
1263,25 - 29,5610.0,2914,2696
1263,30 - 34,7321.0,3627,3694
1263,35 - 39,8818.0,4481,4337
1263,40 - 44,8421.0,4287,4134
1263,45 - 49,7458.0,3704,3754
1263,50 - 54,6703.0,3286,3417
1263,55 - 59,6820.0,3233,3587
1263,60 - 64,7916.0,3514,4402
1263,65 - 69,7629.0,3188,4441
1263,70 - 74,6237.0,2502,3735
1263,75 - 79,3866.0,1499,2367
1263,80 - 84,3203.0,1101,2102
1263,85 i więcej,2934.0,859,2075
1201,0 - 4,6161.0,3199,2962
1201,5 - 9,6285.0,3254,3031
1201,10 - 14,6559.0,3359,3200
1201,15 - 19,5647.0,2816,2831
1201,20 - 24,6223.0,3212,3011
1201,25 - 29,7447.0,3849,3598
1201,30 - 34,8393.0,4337,4056
1201,35 - 39,8698.0,4389,4309
1201,40 - 44,8228.0,4188,4040
1201,45 - 49,7293.0,3653,3640
1201,50 - 54,6331.0,3138,3193
1201,55 - 59,6279.0,3082,3197
1201,60 - 64,6433.0,3165,3268
1201,65 - 69,5865.0,2790,3075
1201,70 - 74,4547.0,2068,2479
1201,75 - 79,2552.0,1051,1501
1201,80 - 84,2046.0,742,1304
1201,85 i więcej,1839.0,514,1325
1202,0 - 4,4802.0,2529,2273
1202,5 - 9,4924.0,2559,2365
1202,10 - 14,5506.0,2805,2701
1202,15 - 19,4783.0,2466,2317
1202,20 - 24,5645.0,2950,2695
1202,25 - 29,6775.0,3443,3332
1202,30 - 34,7177.0,3841,3336
1202,35 - 39,7390.0,3755,3635
1202,40 - 44,7124.0,3620,3504
1202,45 - 49,6548.0,3290,3258
1202,50 - 54,5889.0,2945,2944
1202,55 - 59,5781.0,2922,2859
1202,60 - 64,5666.0,2811,2855
1202,65 - 69,5009.0,2393,2616
1202,70 - 74,3893.0,1680,2213
1202,75 - 79,2238.0,885,1353
1202,80 - 84,1959.0,679,1280
1202,85 i więcej,1722.0,496,1226
1203,0 - 4,5173.0,2651,2522
1203,5 - 9,5676.0,2894,2782
1203,10 - 14,6145.0,3109,3036
1203,15 - 19,5226.0,2674,2552
1203,20 - 24,5766.0,2931,2835
1203,25 - 29,7240.0,3664,3576
1203,30 - 34,8447.0,4392,4055
1203,35 - 39,10260.0,5241,5019
1203,40 - 44,9967.0,5056,4911
1203,45 - 49,8547.0,4344,4203
1203,50 - 54,7602.0,3818,3784
1203,55 - 59,8352.0,4040,4312
1203,60 - 64,9564.0,4484,5080
1203,65 - 69,8706.0,3967,4739
1203,70 - 74,6493.0,2747,3746
1203,75 - 79,3818.0,1496,2322
1203,80 - 84,3237.0,1143,2094
1203,85 i więcej,2880.0,839,2041
1204,0 - 4,2856.0,1449,1407
1204,5 - 9,2872.0,1518,1354
1204,10 - 14,3063.0,1622,1441
1204,15 - 19,2783.0,1447,1336
1204,20 - 24,3498.0,1757,1741
1204,25 - 29,4481.0,2283,2198
1204,30 - 34,4525.0,2354,2171
1204,35 - 39,4955.0,2560,2395
1204,40 - 44,4566.0,2317,2249
1204,45 - 49,4256.0,2162,2094
1204,50 - 54,3933.0,2029,1904
1204,55 - 59,3838.0,1956,1882
1204,60 - 64,3699.0,1886,1813
1204,65 - 69,3130.0,1533,1597
1204,70 - 74,2350.0,1028,1322
1204,75 - 79,1440.0,539,901
1204,80 - 84,1327.0,486,841
1204,85 i więcej,1280.0,394,886
1205,0 - 4,5346.0,2706,2640
1205,5 - 9,5677.0,2897,2780
1205,10 - 14,6437.0,3294,3143
1205,15 - 19,5596.0,2921,2675
1205,20 - 24,6304.0,3287,3017
1205,25 - 29,7458.0,3908,3550
1205,30 - 34,8033.0,4243,3790
1205,35 - 39,8518.0,4385,4133
1205,40 - 44,7967.0,4054,3913
1205,45 - 49,7352.0,3803,3549
1205,50 - 54,6737.0,3357,3380
1205,55 - 59,7048.0,3579,3469
1205,60 - 64,7176.0,3535,3641
1205,65 - 69,6237.0,2921,3316
1205,70 - 74,4719.0,2041,2678
1205,75 - 79,2746.0,1062,1684
1205,80 - 84,2576.0,900,1676
1205,85 i więcej,2266.0,651,1615
1206,0 - 4,14928.0,7669,7259
1206,5 - 9,15767.0,8249,7518
1206,10 - 14,16993.0,8744,8249
1206,15 - 19,14771.0,7516,7255
1206,20 - 24,15143.0,7651,7492
1206,25 - 29,17275.0,8772,8503
1206,30 - 34,20654.0,10233,10421
1206,35 - 39,23855.0,11975,11880
1206,40 - 44,23878.0,11877,12001
1206,45 - 49,21287.0,10702,10585
1206,50 - 54,17711.0,8903,8808
1206,55 - 59,16503.0,8068,8435
1206,60 - 64,17845.0,8615,9230
1206,65 - 69,16408.0,7698,8710
1206,70 - 74,12249.0,5472,6777
1206,75 - 79,6834.0,2805,4029
1206,80 - 84,5411.0,1892,3519
1206,85 i więcej,5209.0,1483,3726
1207,0 - 4,8577.0,4437,4140
1207,5 - 9,8261.0,4264,3997
1207,10 - 14,8811.0,4544,4267
1207,15 - 19,8139.0,4193,3946
1207,20 - 24,9199.0,4659,4540
1207,25 - 29,10085.0,5154,4931
1207,30 - 34,9802.0,5032,4770
1207,35 - 39,10099.0,5162,4937
1207,40 - 44,9292.0,4731,4561
1207,45 - 49,8801.0,4470,4331
1207,50 - 54,8009.0,4138,3871
1207,55 - 59,7885.0,4070,3815
1207,60 - 64,7337.0,3811,3526
1207,65 - 69,5779.0,2833,2946
1207,70 - 74,4570.0,2031,2539
1207,75 - 79,2793.0,1096,1697
1207,80 - 84,2546.0,912,1634
1207,85 i więcej,2186.0,619,1567
1208,0 - 4,2180.0,1109,1071
1208,5 - 9,2303.0,1187,1116
1208,10 - 14,2459.0,1235,1224
1208,15 - 19,2223.0,1140,1083
1208,20 - 24,2506.0,1285,1221
1208,25 - 29,3253.0,1670,1583
1208,30 - 34,3354.0,1752,1602
1208,35 - 39,3655.0,1919,1736
1208,40 - 44,3756.0,1930,1826
1208,45 - 49,3309.0,1730,1579
1208,50 - 54,2843.0,1465,1378
1208,55 - 59,2949.0,1409,1540
1208,60 - 64,3303.0,1620,1683
1208,65 - 69,3321.0,1572,1749
1208,70 - 74,2762.0,1227,1535
1208,75 - 79,1653.0,692,961
1208,80 - 84,1262.0,472,790
1208,85 i więcej,1189.0,347,842
1209,0 - 4,7595.0,3870,3725
1209,5 - 9,7625.0,3917,3708
1209,10 - 14,8068.0,4128,3940
1209,15 - 19,7013.0,3520,3493
1209,20 - 24,7815.0,3983,3832
1209,25 - 29,9221.0,4671,4550
1209,30 - 34,9944.0,5088,4856
1209,35 - 39,10610.0,5396,5214
1209,40 - 44,9789.0,5048,4741
1209,45 - 49,8868.0,4444,4424
1209,50 - 54,7594.0,3852,3742
1209,55 - 59,7756.0,3922,3834
1209,60 - 64,7803.0,3856,3947
1209,65 - 69,6610.0,3190,3420
1209,70 - 74,4607.0,2060,2547
